threshold,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,brier_score,ece_10bin,true_negative,false_positive,false_negative,true_positive,false_positive_rate,false_negative_rate,predicted_positive_rate,n,positive_prevalence,calibration_intercept,calibration_slope,subgroup_variable,subgroup,n_positive,n_total,reliability_note,threshold_strategy
0.5,0.7497428865272541,0.6109125898232322,0.5785714285714286,0.30527638190954776,0.9165487977369166,0.3996710526315789,0.7711749459224458,0.163436104374723,0.012095719754547731,1944,177,553,243,0.08345120226308345,0.6947236180904522,0.14398354473774425,2917,0.2728830990743915,0.06762811848704345,1.0512978001065931,BMICategory,Normal weight,796,2917,,default_0_50
0.5,0.6895958727429062,0.6448707783044891,0.6939243408482996,0.86558627264061,0.4241552839683681,0.7703075291622481,0.7126817570943262,0.20406193819882087,0.018600530356732512,590,801,282,1816,0.5758447160316319,0.1344137273593899,0.7500716537689882,3489,0.6013184293493837,0.053965167771859626,0.9797807554086655,BMICategory,Obese I,2098,3489,,default_0_50
0.5,0.7527972027972027,0.6009233091360421,0.7680473372781065,0.9424007744433688,0.2594458438287154,0.8463377526624647,0.7149132165003256,0.17358055034099887,0.01401007352800639,206,588,119,1947,0.7405541561712846,0.05759922555663117,0.8863636363636364,2860,0.7223776223776224,0.015492573316146918,0.9702441483841606,BMICategory,Obese II/III,2066,2860,,default_0_50
0.5,0.6727770754319427,0.6710135466558947,0.6195011337868481,0.6567307692307692,0.6852963240810203,0.6375729288214702,0.731652143805182,0.20669805384916737,0.011197132087562636,1827,839,714,1366,0.31470367591897974,0.34326923076923077,0.4646017699115044,4746,0.4382638010956595,-0.027049217599773898,1.0135201287763862,BMICategory,Overweight,2080,4746,,default_0_50
0.5,0.7795275590551181,0.5900774102744546,0.5384615384615384,0.2413793103448276,0.9387755102040817,0.3333333333333333,0.7607318789584799,0.15170021752461982,0.039412860727802965,92,6,22,7,0.061224489795918366,0.7586206896551724,0.10236220472440945,127,0.2283464566929134,-0.13151760091905013,1.062551651095469,BMICategory,Underweight,29,127,CAUTION: fewer than 150 positive cases; estimates unreliable,default_0_50
0.53,0.7487144326362701,0.5870536084477076,0.6032786885245902,0.23115577889447236,0.9429514380009429,0.33424159854677565,0.7711749459224458,0.163436104374723,0.012095719754547731,2000,121,612,184,0.05704856199905705,0.7688442211055276,0.10455947891669523,2917,0.2728830990743915,0.06762811848704345,1.0512978001065931,BMICategory,Normal weight,796,2917,,youden_j
0.53,0.6821438807681284,0.645821154514347,0.6999595632834614,0.825071496663489,0.46657081236520487,0.757383504703566,0.7126817570943262,0.20406193819882087,0.018600530356732512,649,742,367,1731,0.5334291876347951,0.17492850333651097,0.708799082831757,3489,0.6013184293493837,0.053965167771859626,0.9797807554086655,BMICategory,Obese I,2098,3489,,youden_j
0.53,0.7545454545454545,0.6098875642829449,0.7728,0.9351403678606002,0.28463476070528965,0.8462549277266754,0.7149132165003256,0.17358055034099887,0.01401007352800639,226,568,134,1932,0.7153652392947103,0.06485963213939981,0.8741258741258742,2860,0.7223776223776224,0.015492573316146918,0.9702441483841606,BMICategory,Obese II/III,2066,2860,,youden_j
0.53,0.6694058154235145,0.6609325408275146,0.6308243727598566,0.5923076923076923,0.7295573893473368,0.6109595834366477,0.731652143805182,0.20669805384916737,0.011197132087562636,1945,721,848,1232,0.2704426106526632,0.4076923076923077,0.41150442477876104,4746,0.4382638010956595,-0.027049217599773898,1.0135201287763862,BMICategory,Overweight,2080,4746,,youden_j
0.53,0.7716535433070866,0.5485573539760732,0.5,0.13793103448275862,0.9591836734693877,0.21621621621621623,0.7607318789584799,0.15170021752461982,0.039412860727802965,94,4,25,4,0.04081632653061224,0.8620689655172413,0.06299212598425197,127,0.2283464566929134,-0.13151760091905013,1.062551651095469,BMICategory,Underweight,29,127,CAUTION: fewer than 150 positive cases; estimates unreliable,youden_j
0.35000000000000003,0.7260884470346246,0.6958866112741928,0.49850746268656715,0.6293969849246231,0.7623762376237624,0.5563575791227096,0.7711749459224458,0.163436104374723,0.012095719754547731,1617,504,295,501,0.2376237623762376,0.3706030150753769,0.3445320534796023,2917,0.2728830990743915,0.06762811848704345,1.0512978001065931,BMICategory,Normal weight,796,2917,,recall_at_least_80
0.35000000000000003,0.6752651189452565,0.6048521785494247,0.6591883866710656,0.9523355576739753,0.2573687994248742,0.7790992396178592,0.7126817570943262,0.20406193819882087,0.018600530356732512,358,1033,100,1998,0.7426312005751258,0.047664442326024785,0.8687302952135282,3489,0.6013184293493837,0.053965167771859626,0.9797807554086655,BMICategory,Obese I,2098,3489,,recall_at_least_80
0.35000000000000003,0.7423076923076923,0.5498517438387129,0.7433174661296228,0.9825750242013552,0.11712846347607053,0.8463623097769439,0.7149132165003256,0.17358055034099887,0.01401007352800639,93,701,36,2030,0.8828715365239295,0.017424975798644726,0.9548951048951049,2860,0.7223776223776224,0.015492573316146918,0.9702441483841606,BMICategory,Obese II/III,2066,2860,,recall_at_least_80
0.35000000000000003,0.6262115465655289,0.651810368457499,0.5468176254589964,0.8591346153846153,0.4444861215303826,0.668287210172027,0.731652143805182,0.20669805384916737,0.011197132087562636,1185,1481,293,1787,0.5555138784696174,0.14086538461538461,0.6885798567214496,4746,0.4382638010956595,-0.027049217599773898,1.0135201287763862,BMICategory,Overweight,2080,4746,,recall_at_least_80
0.35000000000000003,0.7401574803149606,0.6859605911330049,0.4473684210526316,0.5862068965517241,0.7857142857142857,0.5074626865671642,0.7607318789584799,0.15170021752461982,0.039412860727802965,77,21,12,17,0.21428571428571427,0.41379310344827586,0.2992125984251969,127,0.2283464566929134,-0.13151760091905013,1.062551651095469,BMICategory,Underweight,29,127,CAUTION: fewer than 150 positive cases; estimates unreliable,recall_at_least_80
