threshold,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,brier_score,ece_10bin,true_negative,false_positive,false_negative,true_positive,false_positive_rate,false_negative_rate,predicted_positive_rate,n,positive_prevalence,calibration_intercept,calibration_slope,dataset,model,threshold_strategy,reliability_label,recommended_action,scorecard_disclaimer
0.5,0.7099511988117971,0.7099548039600758,0.6905006418485238,0.7609279954731928,0.658981612446959,0.7240056531395114,0.7808667163020082,0.18992930787225298,0.009114451311774744,4659,2411,1690,5379,0.34101838755304104,0.23907200452680719,0.5509583421741283,14139,0.49996463682014286,0.003141472321042601,1.005173411512302,primary_balanced_internal_test,XGBoost + isotonic calibration,default_0_50,Moderate reliability — use with caution,"Use only with monitoring, conservative thresholding, and follow-up recommendation.","AUTHOR-DEFINED RESEARCH FRAMEWORK — NOT A CLINICALLY VALIDATED INSTRUMENT (FIX A1). This scorecard applies statistical thresholds (recall, FNR, AUC) selected by the authors for research purposes. It has not been prospectively validated in clinical settings and must not be used as clinical guidance without further validation."
