threshold,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,brier_score,ece_10bin,true_negative,false_positive,false_negative,true_positive,false_positive_rate,false_negative_rate,predicted_positive_rate,n,positive_prevalence,calibration_intercept,calibration_slope,feature_set,features_kept
0.5,0.6567649763066695,0.6567718426350244,0.6312485193082208,0.7538548592445891,0.5596888260254597,0.6871252659403004,0.7163348628782003,0.21294004710566058,0.009806286070096999,3957,3113,1740,5329,0.44031117397454034,0.24614514075541094,0.5970719287078294,14139,0.49996463682014286,0.003323923382093347,1.0324311773200419,remove_lifestyle,"Sex, Age, Education, Income"
0.5,0.6559869863498126,0.6559897958754912,0.6444764775258812,0.6957136794454661,0.6162659123055163,0.6691156462585034,0.7130566993404875,0.2154269988037533,0.009106910985503232,4357,2713,2151,4918,0.38373408769448375,0.30428632055453386,0.5397128509795601,14139,0.49996463682014286,0.0028901998374304613,1.0102503217019612,remove_demographic,"BMI, Smoker, PhysActivity, Fruits, Veggies, HvyAlcoholConsump"
0.5,0.7099511988117971,0.7099548039600758,0.6905006418485238,0.7609279954731928,0.658981612446959,0.7240056531395114,0.7808667163020082,0.18992930787225298,0.009114451311774744,4659,2411,1690,5379,0.34101838755304104,0.23907200452680719,0.5509583421741283,14139,0.49996463682014286,0.003141472321042601,1.005173411512302,all_selected_features,"BMI, Smoker, PhysActivity, Fruits, Veggies, HvyAlcoholConsump, Sex, Age, Education, Income"
